"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.63","162.159.135.232","UDP","1285","53116  >  443 Len=1243"
"2","0.000059","192.168.0.63","162.159.135.232","UDP","264","53116  >  443 Len=222"
"3","0.017042","162.159.135.232","192.168.0.63","UDP","67","443  >  53116 Len=25"
"4","0.033094","192.168.0.63","162.159.135.232","UDP","1128","53116  >  443 Len=1086"
"5","0.044752","162.159.135.232","192.168.0.63","UDP","68","443  >  53116 Len=26"
"6","0.047892","192.168.0.63","162.159.135.232","UDP","1081","53116  >  443 Len=1039"
"7","0.056858","192.168.0.63","162.159.135.232","UDP","1285","53116  >  443 Len=1243"
"8","0.056964","192.168.0.63","162.159.135.232","UDP","206","53116  >  443 Len=164"
"9","0.059678","162.159.135.232","192.168.0.63","UDP","67","443  >  53116 Len=25"
"10","0.060670","162.159.135.232","192.168.0.63","UDP","632","443  >  53116 Len=590"
"11","0.060670","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"12","0.060671","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"13","0.060671","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"14","0.062289","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"15","0.062289","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"16","0.062290","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"17","0.062290","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"18","0.062291","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"19","0.062291","162.159.135.232","192.168.0.63","UDP","951","443  >  53116 Len=909"
"20","0.062292","162.159.135.232","192.168.0.63","UDP","845","443  >  53116 Len=803"
"21","0.063554","192.168.0.63","162.159.135.232","UDP","86","53116  >  443 Len=44"
"22","0.068425","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"23","0.070393","162.159.135.232","192.168.0.63","UDP","67","443  >  53116 Len=25"
"24","0.131058","162.159.135.232","192.168.0.63","UDP","847","443  >  53116 Len=805"
"25","0.133891","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"26","0.202563","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"27","0.203377","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"28","0.203378","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"29","0.203378","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"30","0.203379","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"31","0.203380","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"32","0.203380","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"33","0.203381","162.159.135.232","192.168.0.63","UDP","77","443  >  53116 Len=35"
"34","0.205356","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"35","0.209627","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"36","0.210012","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"37","0.210013","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"38","0.210014","162.159.135.232","192.168.0.63","UDP","1146","443  >  53116 Len=1104"
"39","0.212382","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"40","0.215043","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"41","0.215448","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"42","0.215449","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"43","0.215450","162.159.135.232","192.168.0.63","UDP","911","443  >  53116 Len=869"
"44","0.216818","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"45","0.217182","162.159.135.232","192.168.0.63","UDP","1092","443  >  53116 Len=1050"
"46","0.218051","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"47","2.003013","192.168.0.63","162.159.135.232","UDP","1285","53116  >  443 Len=1243"
"48","2.003080","192.168.0.63","162.159.135.232","UDP","267","53116  >  443 Len=225"
"49","2.015786","192.168.0.63","162.159.135.232","UDP","1104","53116  >  443 Len=1062"
"50","2.020553","162.159.135.232","192.168.0.63","UDP","71","443  >  53116 Len=29"
"51","2.023381","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"52","2.024618","162.159.135.232","192.168.0.63","UDP","67","443  >  53116 Len=25"
"53","2.033067","162.159.135.232","192.168.0.63","UDP","68","443  >  53116 Len=26"
"54","2.063034","162.159.135.232","192.168.0.63","UDP","847","443  >  53116 Len=805"
"55","2.066081","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"56","2.192550","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"57","2.194305","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"58","2.194305","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"59","2.194306","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"60","2.194306","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"61","2.194306","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"62","2.194307","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"63","2.194307","162.159.135.232","192.168.0.63","UDP","90","443  >  53116 Len=48"
"64","2.195072","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"65","2.195146","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"66","2.196146","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"67","2.196147","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"68","2.196147","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"69","2.196147","162.159.135.232","192.168.0.63","UDP","1075","443  >  53116 Len=1033"
"70","2.198493","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"71","2.200385","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"72","2.200779","162.159.135.232","192.168.0.63","UDP","1134","443  >  53116 Len=1092"
"73","2.203708","192.168.0.63","162.159.135.232","UDP","87","53116  >  443 Len=45"
"74","2.204586","162.159.135.232","192.168.0.63","UDP","1242","443  >  53116 Len=1200"
"75","2.205043","162.159.135.232","192.168.0.63","UDP","737","443  >  53116 Len=695"
"76","2.205945","162.159.135.232","192.168.0.63","UDP","1154","443  >  53116 Len=1112"
