"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","352","Application Data"
"2","0.000830","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","125","Application Data"
"3","0.017052","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=1 Ack=267 Win=83 Len=1428 TSval=2877827032 TSecr=3262429349 [TCP segment of a reassembled PDU]"
"4","0.017130","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=306 Ack=1429 Win=2650 Len=0 TSval=3262429366 TSecr=2877827032"
"5","0.019864","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=1429 Ack=267 Win=83 Len=1428 TSval=2877827032 TSecr=3262429349 [TCP segment of a reassembled PDU]"
"6","0.019865","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=2857 Ack=267 Win=83 Len=1428 TSval=2877827032 TSecr=3262429349 [TCP segment of a reassembled PDU]"
"7","0.019866","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [PSH, ACK] Seq=4285 Ack=267 Win=83 Len=1428 TSval=2877827032 TSecr=3262429349 [TCP segment of a reassembled PDU]"
"8","0.019866","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=5713 Ack=267 Win=83 Len=1428 TSval=2877827033 TSecr=3262429349 [TCP segment of a reassembled PDU]"
"9","0.019867","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=7141 Ack=267 Win=83 Len=1428 TSval=2877827033 TSecr=3262429349 [TCP segment of a reassembled PDU]"
"10","0.019867","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=8569 Ack=267 Win=83 Len=1428 TSval=2877827033 TSecr=3262429349 [TCP segment of a reassembled PDU]"
