"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2600:8805:3803:6100:357c:4644:40b6:e846","2600:1408:ec00:128b::2e03","TLSv1.2","1303","Application Data"
"2","0.020989","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","86","443  >  51538 [ACK] Seq=1 Ack=1218 Win=3192 Len=0 TSval=3590246869 TSecr=2728053688"
"3","0.039566","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","1428","Application Data"
"4","0.039691","2600:8805:3803:6100:357c:4644:40b6:e846","2600:1408:ec00:128b::2e03","TCP","86","51538  >  443 [ACK] Seq=1218 Ack=1343 Win=31367 Len=0 TSval=2728053728 TSecr=3590246889"
"5","0.041013","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=1343 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"6","0.041016","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=2771 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"7","0.041017","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=4199 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"8","0.041019","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=5627 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"9","0.041020","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=7055 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"10","0.041022","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=8483 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"11","0.041023","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=9911 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"12","0.041025","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=11339 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"13","0.041026","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=12767 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"14","0.041028","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=14195 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"15","0.041029","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=15623 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"16","0.041030","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","784","Application Data"
"17","0.041032","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","117","Application Data"
"18","0.041032","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=17780 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"19","0.041033","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=19208 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
"20","0.041034","2600:1408:ec00:128b::2e03","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51538 [ACK] Seq=20636 Ack=1218 Win=3192 Len=1428 TSval=3590246889 TSecr=2728053688 [TCP segment of a reassembled PDU]"
